,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
169080,169542,2/4/1945,CBI,USA,P38,,,,,BURMA,NAMYEN,22.33333333,97.66666667,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169089,169551,7/10/1943,PTO,USA,B24,,,,,NEW GUINEA,KEREMA,-8.0,145.75,100.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169091,169553,7/10/1943,PTO,USA,B24,,,,,ALEUTIAN ISLANDS,ATTU ISLAND,52.78333333,172.75,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169100,169562,7/10/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CANICATTI,37.35,13.83,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169141,169603,7/10/1943,ETO,,B17,,,,,FRANCE,CAEN,49.18,-0.37,230.0,,,,10.0,,,,,,,,,,10.0
169159,169621,7/10/1943,MTO,USA,B25,,,,,ITALY,PALAZZOLO ACREIDE,37.08,14.92,105.0,,,,36.0,,,,,,,,,,36.0
169214,169676,7/19/1944,ETO,USA,B17,,,,,GERMANY,LECHFELD,48.17,10.87,,,,,,,,,1.0,,,,,,1.0
169236,169698,7/19/1944,ETO,USA,B26,,,,,FRANCE,LES PONTS DE CE,47.43,-0.53,127.0,,,,66.0,,,,,,,,,,66.0
169240,169702,7/19/1944,ETO,USA,A20,,,,,FRANCE,DINAN,48.45,-2.03,119.0,,,,30.0,,,,,,,,,,30.0
169241,169703,7/19/1944,ETO,USA,A20,,,,,FRANCE,BRUZ,48.03,-1.73,12.0,,,,34.0,,,,,,,,,,34.0
169244,169706,7/19/1944,ETO,USA,B24,,,,,GERMANY,BADEN BADEN,48.75,8.23,,,,,23.0,,,,,,,,,,23.0
169285,169747,2/4/1945,CBI,USA,P47,,,,,BURMA,NAMAKHKAW,22.4,97.4,15.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169301,169763,2/4/1945,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,CAVITE,14.5,120.91666670000001,115.0,0.0,500 LB GP (GP-M43/M64),,,,,,,,,,,,3.0
169305,169767,2/4/1945,PTO,USA,B25,,,,,CELEBES ISLANDS,LIANG,-3.516666667,128.3,115.0,,,,,,500 LB INCENDIARY,,1.0,,,,,,1.0
169306,169768,2/4/1945,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,PASONANCA,7.0,122.08333329999999,100.0,,,,,,,,,33.33333333,120 LB FRAG (6X20 CLUSTERS),,2.0,,2.0
169329,169791,2/4/1945,ETO,GREAT BRITAIN,LGT,,,,,GERMANY,OSTERFELD,51.5,6.88,230.0,,,,4.0,,,,,,,,,,4.0
169330,169792,2/4/1945,ETO,GREAT BRITAIN,LGT,,,,,GERMANY,EMDEN,53.38,7.22,,,,,1.0,,,,,,,,,,1.0
169331,169793,2/4/1945,ETO,GREAT BRITAIN,HVY,,,,,GERMANY,STERKRADE,51.52,6.82,,,,,4.0,,,,,,,,,,4.0
169363,169825,6/26/1945,PTO,USA,A20,,,,,BISMARK ARCHIPELAGO,WAIKIKI,-4.4,152.18333330000002,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
169367,169829,2/4/1945,CBI,USA,P47,,,,,BURMA,KONGKHAN,23.0,97.88333333,1.0,,,,,12.0,500 LB AUX FUEL TANK INCENDIARY,,3.0,,,,,,3.0
169377,169839,2/4/1945,PTO,USA,B29,,,,,JAPAN,KUSHIKINO,31.7,130.2666667,,,,,,,,,,10.0,400 LB FRAG (20X20 CLUSTERS),,2.0,,2.0
169412,169874,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,SCIACCA,37.52,13.05,,48.0,500 LB GP (GP-M43/M64),,12.0,,,,,,,,,,12.0
169413,169875,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PRIZZI,37.72,13.4,,48.0,500 LB GP (GP-M43/M64),,12.0,,,,,,,,,,12.0
169420,169882,7/11/1943,CBI,USA,B24,,,,,BURMA,KUNLONG,23.33333333,98.66666667,140.0,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
169421,169883,7/11/1943,CBI,USA,B24,,,,,CHINA,KUNGLUNG,29.86666667,116.01666670000002,13.0,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
169426,169888,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BADIA POLESINE,45.1,11.47,,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
169427,169889,7/11/1943,PTO,USA,B24,,,,,GILBERT ISLANDS,MAKIN ISLAND,3.133333333,172.9,100.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
169431,169893,7/11/1943,CBI,USA,P40,,,,,BURMA,KAMAING,25.53333333,96.71666667,15.0,8.0,250 LB GP (GP-M57),,1.0,,,,,0.0,20 LB FRAG,,,,1.0
169435,169897,7/11/1943,PTO,USA,B24,FUNAFUTI ATOLL,ELLICE ISLANDS,-8.522991,179.197665,MARSHALL ISLANDS,JALUIT,6.0,169.58333330000002,,6.0,500 LB GP (GP-M43/M64),3000,1.5,,,,0.0,,,,0.0,3000.0,1.5
169438,169900,7/11/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,BOLOGNETTA,37.97,13.45,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169446,169908,7/11/1943,ETO,GREAT BRITAIN,HVY,,,,,GERMANY,DANZIG,54.35,18.67,,,,,7.0,,,,,,,,,,7.0
169453,169915,7/11/1943,MTO,USA,A20,,,,,ITALY,AGRIGENTO,37.3,13.58,85.0,,,,1.0,,,,,,,,5.0,,6.0
169534,169996,7/19/1944,ETO,USA,B24,,,,,GERMANY,KEMPTEN,47.72,10.3,,,,,2.0,,,,,,,,,,2.0
169537,169999,7/19/1944,ETO,USA,B24,,,,,GERMANY,KIRCHBERG,50.9,6.35,,,,,3.0,,,,,,,,,,3.0
169557,170019,7/19/1944,ETO,,B24,,,,,GERMANY,LAUPHEIM,48.22,9.92,180.0,,,,53.0,,,,,,,,,,53.0
169591,170053,2/5/1945,CBI,USA,P38,,,,,BURMA,NAM YANG,22.43333333,97.43333333,20.0,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
169592,170054,2/5/1945,PTO,USA,P47,,,,,PHILIPPINE ISLANDS,PEREZ,14.25,121.91666670000001,20.0,24.0,1000 LB GP (GP-M44/M65),,12.0,,,,,15.38461539,260 LB FRAG,,2.0,,14.0
169597,170059,2/5/1945,CBI,USA,P38,,,,,BURMA,KAN LOI,23.06666667,96.65,20.0,12.30769231,325 LB DC (DB-MK 17/47),,2.0,,,,,,,,,,2.0
169610,170072,2/5/1945,CBI,USA,P47,,,,,BURMA,MAN PENG,22.96666667,98.43333333,15.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169614,170076,2/5/1945,CBI,USA,P47,,,,,BURMA,MAN SAM,22.93412,97.42562,15.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
169616,170078,2/5/1945,CBI,USA,P47,,,,,BURMA,HOSI,23.66666667,97.83333333,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
169617,170079,2/5/1945,PTO,USA,B24,,,,,BORNEO,BINTULU,3.15,113.11666670000001,20.0,2.0,1000 LB GP (GP-M44/M65),,1.0,,,,,,,,,,1.0
169618,170080,2/5/1945,CBI,USA,P51,,,,,CHINA,HSINGHENG,40.58333333,120.68333329999999,,0.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
169621,170083,2/5/1945,PTO,USA,B24,,,,,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.73333329999998,120.0,,,,,,,,,57.97101449,69 LB FRAG (3X23 CLUSTERS),,2.0,,2.0
169629,170091,2/5/1945,ETO,USA,B17,,,,,AUSTRIA,LIENZ,46.83,12.77,,,,,3.0,,,,,,,,,,3.0
169630,170092,2/5/1945,ETO,USA,B24,,,,,AUSTRIA,MAIERHOFEN,47.18,11.87,,,,,2.0,,,,,,,,,,2.0
169631,170093,2/5/1945,ETO,USA,B17,,,,,AUSTRIA,SALZBURG,47.78,13.03,,,,,3.0,,,,,,,,,,3.0
169632,170094,2/5/1945,ETO,USA,B17,,,,,AUSTRIA,48 00 N 012 40 E,48.0,12.67,,,,,3.0,,,,,,,,,,3.0
169701,170163,7/11/1943,MTO,,B25,,,,,ITALY,SCIACCA,37.52,13.05,,,,,35.0,,,,,,,,,,35.0
169715,170177,7/12/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,GERBINI,37.47,14.85,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
169716,170178,9/29/1944,PTO,USA,B24,,,,,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,120.0,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
169719,170181,7/12/1943,PTO,USA,B24,,,,,FRENCH INDO CHINA,CAMPHA PORT,21.03333333,107.36666670000001,80.0,12.0,1000 LB GP (GP-M44/M65),,6.0,0.0,136 LB (38X4 CLUSTERS) I-M6,,,,,,,,6.0
169723,170185,7/12/1943,CBI,USA,B24,,,,,CHINA,LIUCHOW,20.91666667,110.05,,0.0,1000 LB GP (GP-M44/M65),,2.0,,,,,,,,,,2.0
169724,170186,7/12/1943,CBI,USA,B24,,,,,BURMA,ATAYAUNG,17.2,95.73333333,188.0,0.0,500 LB GP (GP-M43/M64),,,,,,,,,,,,
169730,170192,7/12/1943,MTO,USA,A20,,,,,ITALY,MILO,38.0,12.58,91.0,,,,1.0,,,,,,,,5.0,,6.0
169734,170196,7/12/1943,MTO,USA,B25,,,,,ITALY,BORIZZO,37.88,12.53,80.0,,,,5.0,,,,,,,,,,5.0
169744,170206,7/12/1943,MTO,USA,B25,,,,,ITALY,GERBINI,37.47,14.85,,,,,35.0,,,,,,,,,,35.0
169745,170207,7/12/1943,MTO,USA,B24,,,,,ITALY,REGGIO DI CALABRIA,38.1,15.65,,,,,9.0,,,,,,,,,,9.0
169760,170222,7/12/1943,MTO,,B24,,,,,ITALY,SAN GIOVANNI IN PER,44.63,11.2,215.0,,,,24.0,,,,,,,,,,24.0
169786,170248,7/19/1944,ETO,,B24,,,,,GERMANY,KONZ KARTHAUS,49.7,6.58,225.0,,,,32.0,,,,,,,,,,32.0
169787,170249,7/19/1944,ETO,,B24,,,,,GERMANY,NEUNKIRCHEN,49.35,7.18,225.0,,,,35.0,,,,,,,,,,35.0
169802,170264,7/19/1944,ETO,,B24,,,,,GERMANY,SINDELFINGEN,48.73,9.03,180.0,,,,,,,,43.0,,,,,,43.0
169809,170271,7/19/1944,ETO,,B26,,,,,FRANCE,LA POSSONIERE,47.37,0.72,120.0,,,,59.0,,,,,,,,,,59.0
169811,170273,7/19/1944,ETO,,B26,,,,,FRANCE,ST HILAIRE DU HARCO,48.57,1.08,120.0,,,,2.0,,,,,,,,,,2.0
169815,170277,7/19/1944,ETO,,B26,,,,,FRANCE,NANTERRE,48.87,2.2,110.0,,,,68.0,,,,,,,,,,68.0
169826,170288,7/19/1944,ETO,,B17,,,,,GERMANY,HERRENBERG,48.6,8.87,,,,,,,,,,,,,2.0,,2.0
169829,170291,7/19/1944,ETO,,B24,,,,,GERMANY,LEIPHEIM,48.43,10.22,,,,,1.0,,,,,,,,,,1.0
169830,170292,7/19/1944,ETO,,B24,,,,,GERMANY,PRUM,50.2,6.42,,,,,3.0,,,,,,,,,,3.0
169833,170295,7/19/1944,ETO,GREAT BRITAIN,LGT,,,,,FRANCE,ROLLEZ,50.53,2.07,,,,,4.0,,,,,,,,,,4.0
169839,170301,7/19/1944,ETO,,B24,,,,,FRANCE,STRASSBURG,48.58,7.75,,,,,3.0,,,,,,,,,,3.0
169841,170303,7/19/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,THIVERNY,49.25,2.43,,,,,99.0,,,,,,,,,,99.0
169847,170309,7/19/1944,MTO,USA,B24,,,,,ITALY,MONFALCONE,45.8,13.53,,,,,3.0,,,,,,,,,,3.0
169864,170326,7/19/1944,CBI,USA,P40,,,,,CHINA,SIANG YIN,28.66666667,113.0,,,,,,,,,,0.0,69 LB FRAG (3X23 CLUSTERS),,,,
169871,170333,7/19/1944,PTO,USA,B25,,,,,BISMARK ARCHIPELAGO,MALAGUNA,-4.35,152.2,108.0,,,,,,100 LB INCENDIARY,,2.0,,,,,,2.0
169876,170338,7/19/1944,PTO,USA,B24,,,,,PALAU ISLANDS,NGOLU REEF,8.283333333,137.4833333,74.0,,,,,,,,,33.33333333,120 LB FRAG (6X20 CLUSTERS),,2.0,,2.0
169880,170342,7/19/1944,CBI,USA,P40,,,,,CHINA,SAMSHUI,23.83333333,112.81666670000001,,,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
169884,170346,2/5/1945,ETO,,B17,,,,,GERMANY,ROSENHEIM,47.87,12.13,,,,,2.0,,,,,,,,,,2.0
169887,170349,2/5/1945,ETO,,B24,,,,,GERMANY,STRAUBING,48.88,12.58,,,,,123.0,,,,,,,,,,123.0
169888,170350,2/5/1945,MTO,USA,B24,,,,,ITALY,CAMIGLIANO,41.18,14.2,,,,,12.0,,,,,,,,,,12.0
169905,170367,2/5/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,CAROLINA,13.66666667,123.25,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
169907,170369,2/5/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,BACOLOD,10.66666667,122.91666670000001,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
169909,170371,2/5/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,SAN ISIDRO,15.35,120.95,1.0,,250 LB GP (GP-M57),,6.0,,100 LB INCENDIARY,,1.0,,,,,,7.0
169915,170377,2/5/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,RIZAL,10.923333,125.02138899999999,1.0,,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
169916,170378,2/5/1945,PTO,USA,B25,,,,,CELEBES ISLANDS,WAPERAN,3.133333333,126.95,1.0,,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169928,170390,2/6/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,LIBBY,7.05,125.53333329999998,1.0,100.0,,,,,100 LB INCENDIARY,,4.0,,,,,,4.0
169932,170394,2/6/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,FABRICA,10.891667,123.355556,1.0,100.0,,,,,,,,115.942029,69 LB FRAG (3X23 CLUSTERS),,4.0,,4.0
169939,170401,2/6/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,NORZAGARAY,14.91666667,121.08333329999999,45.0,34.0,1000 LB GP (GP-M44/M65),,17.0,,,,,,,,,,17.0
169965,170427,2/6/1945,PTO,USA,B24,,,,,BORNEO,BELAIT,4.583333333,114.16666670000001,,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
169967,170429,2/6/1945,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,BULAN,12.66666667,123.91666670000001,80.0,6.0,1000 LB GP (GP-M44/M65),,3.0,,,,,,,,,,3.0
169969,170431,2/6/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,SAN FELIPE,15.720278,121.06166699999999,30.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
169987,170449,7/13/1943,PTO,USA,B24,,,,,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,146.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,150.0,120 LB FRAG (6X20 CLUSTERS),,9.0,,12.0
169996,170458,7/13/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CASTELVETRANO,37.67,12.78,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169997,170459,7/13/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,FILAGA,37.72,13.43,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169998,170460,7/13/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PIAZZA,37.38,14.33,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
169999,170461,7/13/1943,CBI,USA,B24,,,,,BURMA,MOULMEIN,16.491389,97.625556,117.0,0.0,500 LB GP (GP-M43/M64),,,,,,,,,,,,
170025,170487,7/13/1943,MTO,USA,B25,,,,,ITALY,CALTAGIRONE,37.23,14.52,,,,,21.0,,,,,,,,,,21.0
170027,170489,7/13/1943,MTO,USA,B25,,,,,ITALY,ST CATALDO,37.5,14.05,,,,,34.0,,,,,,,,,,34.0
170067,170529,7/13/1943,MTO,,SB17,,,,,ITALY,TRAPANI,38.02,12.48,210.0,,,,18.0,,,,,,,,,,18.0
170071,170533,7/13/1943,MTO,,B25,,,,,ITALY,LEONFORTE,37.63,14.35,80.0,,,,2.0,,,,,,,,,,2.0
170073,170535,7/13/1943,MTO,,B25,,,,,ITALY,TERMINI,37.98,13.68,80.0,,,,13.0,,,,,,,,,,13.0
170080,170542,7/14/1943,PTO,USA,B24,,,,,JAVA,KOEPANG,-8.0,125.0,100.0,60.0,100 LB GP (GP-M30),,3.0,,4 LB INCENDIARY,,1.0,,,,,,4.0
170086,170548,7/19/1944,PTO,USA,P39,,,,,NEW GUINEA,DANMAP RIVER,-3.416666667,143.0,,,250 LB GP (GP-M57),,,,,,,,,,,,
170090,170552,7/20/1944,PTO,USA,B24,,,,,NEW GUINEA,SAUMLAKI,-7.983333332999999,131.3,95.0,28.0,500 LB GP (GP-M43/M64),,7.0,,,,,116.66666670000001,120 LB FRAG (6X20 CLUSTERS),,7.0,,14.0
170101,170563,7/20/1944,PTO,USA,B25,,,,,NEW GUINEA,JOP ISLAND,-2.583333333,134.41666669999998,1.0,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
170106,170568,7/20/1944,PTO,USA,P40,,,,,NEW GUINEA,WARI BAY,-0.833333333,136.0,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
170109,170571,7/20/1944,PTO,USA,P47,,,,,NEW GUINEA,SUAIN,-3.333333333,143.0,70.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
170113,170575,7/20/1944,PTO,USA,P47,,,,,MALAY STATES,ORAI RIVER,2.8,102.4333333,30.0,8.0,1000 LB GP (GP-M44/M65),,4.0,,,,,,,,,,4.0
170118,170580,7/20/1944,CBI,USA,P40,,,,,CHINA,TSUNGYANG,29.55,114.05,,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
170122,170584,7/20/1944,PTO,USA,B25,,,,,NEW GUINEA,CAPE SANSAPOR,-3.5,132.0833333,,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
170127,170589,7/20/1944,PTO,USA,P39,,,,,NEW GUINEA,YAKAMUL,-3.25,142.75,1.0,0.0,500 LB GP (GP-M43/M64),,,,,,,,,,,,
170140,170602,7/20/1944,ETO,USA,B17,,,,,GERMANY,KAUFBEUREN,47.88,10.62,,,,,3.0,,,,,,,,,,3.0
170186,170648,2/6/1945,PTO,USA,B24,,,,,VOLCANO AND BONIN ISLANDS,OTOTO JIMA,27.15,142.18333330000002,160.0,,,,,,500 LB INCENDIARY,,2.0,,,,,,2.0
170245,170707,2/6/1945,ETO,USA,B26,,,,,GERMANY,VLATTEN,50.65,6.55,125.0,,,,1.0,,,,,,,,,,1.0
170262,170724,2/6/1945,ETO,,GB17,,,,,GERMANY,GIESEL,50.5,9.55,259.0,,,,30.0,,,,,,,,,,30.0
170278,170740,2/6/1945,ETO,,GB17,,,,,GERMANY,GREIZ,50.65,12.2,240.0,,,,28.0,,,,,,,,,,28.0
170279,170741,2/6/1945,ETO,,B17,,,,,GERMANY,ARNSTADT,50.85,10.95,238.0,,,,33.0,,,,,,,,,,33.0
170287,170749,7/14/1943,PTO,USA,B25,,,,,SOLOMON ISLANDS,VELLA LAVELLA,-7.716666667,156.66666669999998,,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
170288,170750,7/14/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,MESSINA,38.18,15.57,,0.0,1000 LB GP (GP-M44/M65),,,66.0,500 LB INCENDIARY,,16.5,,,,0.0,,28.5
170289,170751,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CORLEONE,37.8,13.27,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170291,170753,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,VALGUARNERA,37.52,14.33,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170292,170754,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,CALTANISETTA,37.5,14.05,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170293,170755,7/14/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PALERMO,38.1,13.33,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170405,170867,7/20/1944,ETO,USA,B24,,,,,GERMANY,BOPPARD,50.22,7.6,,,,,18.0,,,,,,,,,,18.0
170410,170872,7/20/1944,ETO,USA,B24,,,,,GERMANY,COBURG,50.27,10.97,,,,,3.0,,,,,,,,,,3.0
170413,170875,7/20/1944,ETO,USA,B17,,,,,GERMANY,DAHLEM,51.37,13.0,,,,,,,,,,,,,2.0,,2.0
170420,170882,7/20/1944,ETO,USA,B24,,,,,GERMANY,FRIEDBERG,50.33,8.75,,,,,1.0,,,,,,,,,,1.0
170425,170887,7/20/1944,ETO,USA,B17,,,,,GERMANY,KULMBACH,50.1,11.47,,,,,3.0,,,,,,,,,,3.0
170457,170919,7/20/1944,ETO,USA,B17,,,,,GERMANY,RUDOLSTADT,50.72,15.35,247.0,,,,,,,,16.0,,,,,,16.0
170463,170925,7/20/1944,ETO,USA,B17,,,,,GERMANY,KOLLEDA,51.2,11.27,240.0,,,,28.0,,,,,,,,,,28.0
170469,170931,7/20/1944,ETO,USA,B17,,,,,GERMANY,KOTHEN,51.75,11.88,238.0,,,,,,,,17.0,,,,,,17.0
170482,170944,2/6/1945,ETO,,GB17,,,,,GERMANY,EISFELD,50.43,10.92,235.0,,,,25.0,,,,,,,,,,25.0
170483,170945,2/6/1945,ETO,,B17,,,,,GERMANY,FRIEDRICHRODA,50.87,10.58,235.0,,,,30.0,,,,,,,,,,30.0
170486,170948,2/6/1945,ETO,,GB17,,,,,GERMANY,REICHENBACH,48.17,8.1,,,,,3.0,,,,,,,,,,3.0
170489,170951,2/6/1945,ETO,,GB17,,,,,GERMANY,STEINBACH,50.15,11.65,,,,,5.0,,,,,,,,,,5.0
170495,170957,2/6/1945,ETO,,B17,,,,,GERMANY,ZWICKAU,50.72,12.48,260.0,,,,28.0,,,,,,,,,,28.0
170499,170961,2/6/1945,ETO,,B17,,,,,GERMANY,OSTHEIM,48.15,7.38,251.0,,,,30.0,,,,,,,,,,30.0
170508,170970,2/6/1945,ETO,,GB17,,,,,GERMANY,OHRDRUF,50.82,10.73,235.0,,,,32.0,,,,2.0,,,,,,34.0
170521,170983,2/6/1945,ETO,,B17,,,,,GERMANY,SAALFELD,50.65,11.37,222.0,,,,30.0,,,,,,,,,,30.0
170576,171038,2/6/1945,ETO,,B26,,,,,GERMANY,SOTENICH,50.53,6.57,,,,,46.0,,,,,,,,,,46.0
170578,171040,2/6/1945,ETO,,GB17,,,,,GERMANY,WALTERHAUSEN,49.92,10.58,,,,,3.0,,,,,,,,,,3.0
170626,171088,7/14/1943,ETO,,B17,,,,,FRANCE,VILLA COUBLAY,48.77,2.2,215.0,,,,15.0,,,,,,,,,,15.0
170629,171091,7/14/1943,ETO,,B17,,,,,FRANCE,LE BOURGET,48.96,2.43,24.0,,,,12.0,,,,,,,,,,12.0
170636,171098,7/14/1943,MTO,USA,B25,,,,,ITALY,ENNA,37.57,14.3,,,,,51.0,,,,,,,,,,51.0
170673,171135,7/15/1943,PTO,USA,B25,,,,,SOLOMON ISLANDS,GANONGGA,-8.05,156.58333330000002,1.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
170674,171136,7/15/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,ENNA,37.57,14.3,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
170679,171141,7/15/1943,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,MONTBELIARD,47.52,6.8,80.0,,,,277.0,,,,8.0,,,,,,285.0
170680,171142,7/15/1943,ETO,GREAT BRITAIN,LGT,,,,,FRANCE,CHERBOURG,49.63,-1.62,,,,,6.0,,,,,,,,,,6.0
170700,171162,7/20/1944,ETO,USA,B24,,,,,GERMANY,FRIEDRICHSHAFEN,47.65,9.5,200.0,,,,68.0,,,,,,,,,,68.0
170701,171163,7/20/1944,ETO,USA,B24,,,,,GERMANY,HERLESHAUSEN,51.02,10.18,199.0,,,,27.0,,,,,,,,,,27.0
170703,171165,7/20/1944,ETO,USA,B24,,,,,GERMANY,BAD NAUHEIM,50.37,8.72,,,,,,,,,11.0,,,,,,11.0
170705,171167,7/20/1944,ETO,USA,B24,,,,,GERMANY,BADSULZA,51.08,11.62,,,,,27.0,,,,,,,,,,27.0
170706,171168,7/20/1944,ETO,USA,B24,,,,,GERMANY,BERTA,50.95,10.07,,,,,30.0,,,,,,,,,,30.0
170738,171200,7/20/1944,ETO,,GB17,,,,,GERMANY,MARBURG,50.8,8.77,262.0,,,,,,,,13.0,,,,,,13.0
170788,171250,2/6/1945,MTO,,B25,,,,,ITALY,45 20 N 010 20 E,45.33,10.33,125.0,,,,12.0,,,,2.0,,,,,,14.0
170796,171258,2/6/1945,MTO,,B25,,,,,ITALY,MORI,45.85,10.98,,,,,3.0,,,,,,,,,,3.0
170800,171262,2/6/1945,MTO,,B25,,,,,ITALY,ROVERETO,45.88,11.05,,,,,1.0,,,,,,,,,,1.0
170823,171285,2/6/1945,CBI,USA,P47,,,,,BURMA,NEW LASHIO,22.935896,97.749801,15.0,,,,,8.0,500 LB AUX FUEL TANK INCENDIARY,,2.0,,,,,,2.0
170830,171292,2/6/1945,CBI,USA,P47,,,,,BURMA,LASHIO,22.93333333,97.75,,,,,,8.0,500 LB AUX FUEL TANK INCENDIARY,,2.0,,,,,,2.0
